bike_id,is_reserved,current_fuel_percent,geometry,timestamp
724c8e63-fcae-4fdf-8cd5-7c34d4bd7e35,False,0.0,POINT (-61675.89595706847 5601761.165258177),2024-05-20_21-15-42
c6173546-ebf6-4088-899c-4252ff7a8b02,False,0.0,POINT (-61668.771509657694 5601767.2915910855),2024-05-20_21-15-42
da40ba6c-3dcf-49ae-8e65-9a31c95d743b,False,0.0,POINT (-61727.325561814956 5601863.7426102515),2024-05-20_21-15-42
45902929-294f-4f71-afde-85678f16c86f,False,0.68817204,POINT (-61259.22710302924 5596808.519499667),2024-05-20_21-15-42
a814ca4c-69d7-4183-86c9-d6ac90e3b505,False,0.7741935,POINT (-66977.15274762575 5594262.81861069),2024-05-20_21-15-42
eb63d79a-1ac7-4eba-8749-b624e5828339,False,0.9247312,POINT (-61559.121811226316 5600869.121250523),2024-05-20_21-15-42
d7a1377c-c7a1-4b88-b45d-cc81b24c2688,False,0.50537634,POINT (-62022.099573435546 5594197.682430343),2024-05-20_21-15-42
72ab8bd4-9717-401b-8027-7d7ca7d66eea,False,0.6989247,POINT (-63998.57713247011 5597130.059969053),2024-05-20_21-15-42
3ed59629-fdec-4806-98c8-0a27e4ec9b94,False,0.5591398,POINT (-61209.689929626235 5596870.3774715),2024-05-20_21-15-42
658fa876-e400-4b27-9f99-a4efc710856e,False,0.79569894,POINT (-62437.98919103922 5596688.101767849),2024-05-20_21-15-42
dcc74fe0-8381-4479-8368-e816c83de256,False,0.41935483,POINT (-61327.02067292234 5594455.404710951),2024-05-20_21-15-42
e8202651-0461-4e83-b7c7-329a9cf06ed4,False,0.94623655,POINT (-67540.20673205811 5599216.89680746),2024-05-20_21-15-42
ca510510-fee5-4e72-9505-cac7c8559bc4,False,0.8817204,POINT (-63147.65094484633 5598821.475694126),2024-05-20_21-15-42
8fb5e8b6-50eb-4fc9-a4bc-685d286a0066,False,0.6344086,POINT (-65865.29367358252 5594868.842997885),2024-05-20_21-15-42
0973f7a4-ed12-462b-aa44-edc4e7fe9229,False,0.7096774,POINT (-62357.50519919568 5594680.486082191),2024-05-20_21-15-42
27f9d780-d688-4d5a-a44e-6aa84d77fb3e,False,0.87096775,POINT (-67797.0207973182 5595812.256227652),2024-05-20_21-15-42
e66ebc52-377d-4bda-8d84-51806c1f1493,False,0.58064514,POINT (-64809.650942389904 5597632.489838017),2024-05-20_21-15-42
c1f02003-cc38-42df-8ce1-59daa1312132,False,0.4516129,POINT (-65860.72957445998 5594868.372100707),2024-05-20_21-15-42
2d5f37c4-899b-473c-9f60-b97ee9273f15,False,0.31182796,POINT (-63008.056303391575 5592225.926143274),2024-05-20_21-15-42
dea041d3-d7cc-4e9b-8376-253112a2559d,False,0.7311828,POINT (-69932.57390869636 5596797.686548129),2024-05-20_21-15-42
8a335d73-6a21-4fef-84cb-a47f116cf5ad,False,0.30107528,POINT (-62990.13386537385 5593538.499280539),2024-05-20_21-15-42
9d66c895-9095-449c-b813-c054ff318421,False,0.9354839,POINT (-61332.92060593438 5601075.513463571),2024-05-20_21-15-42
335f8798-331b-4775-8ad7-06367457c04b,False,0.31182796,POINT (-67463.73024188314 5596809.932494301),2024-05-20_21-15-42
119ca67a-401b-4820-b586-481605d74ba2,False,0.5268817,POINT (-65299.122743407934 5597054.697895942),2024-05-20_21-15-42
