bike_id,is_reserved,current_fuel_percent,geometry,timestamp
a66cf38f-46c1-4a13-b369-ea3355589d18,False,0.0,POINT (-61675.89595706847 5601761.165258177),2024-05-20_19-07-43
ee0725e8-d9e8-4f85-b097-3631167cd0de,False,0.0,POINT (-61668.771509657694 5601767.2915910855),2024-05-20_19-07-43
9beeb86c-c59d-419b-9b92-50c5a2c4f261,False,0.0,POINT (-61727.325561814956 5601863.7426102515),2024-05-20_19-07-43
a7962938-66c2-4380-8351-ef30eddfc2d9,False,0.6989247,POINT (-61259.22710302924 5596808.519499667),2024-05-20_19-07-43
d2e8b470-c6b3-4390-872a-b9970b5ba60c,False,0.7741935,POINT (-66977.15274762575 5594262.81861069),2024-05-20_19-07-43
b4f31df7-509c-4006-a002-9992484b1a36,False,0.9247312,POINT (-61559.121811226316 5600869.121250523),2024-05-20_19-07-43
8b2a95d6-ffcb-4153-ae6f-dcbccbd12e5e,False,0.9139785,POINT (-64768.01745283323 5593862.591661094),2024-05-20_19-07-43
86809133-4981-489a-971f-b97cb17834cd,False,0.516129,POINT (-62022.099573435546 5594197.682430343),2024-05-20_19-07-43
4a862160-e689-4a20-b5ae-d37bf8044412,False,0.6989247,POINT (-63998.57713247011 5597130.059969053),2024-05-20_19-07-43
516a67f3-a9c4-4a0c-acbb-7534e139825a,False,0.5591398,POINT (-61209.689929626235 5596870.3774715),2024-05-20_19-07-43
fd1bc3f8-13c4-4cf2-82a9-35a92df3d837,False,0.79569894,POINT (-62437.98919103922 5596688.101767849),2024-05-20_19-07-43
4cb2b730-b80a-46ac-842c-26caf414429c,False,0.43010753,POINT (-61327.02067292234 5594455.404710951),2024-05-20_19-07-43
350fc5b6-dfa1-4e82-bccb-dea86c9d7c69,False,0.94623655,POINT (-67540.20673205811 5599216.89680746),2024-05-20_19-07-43
ec73055c-172c-41f0-af18-c59737ee73cd,False,0.8817204,POINT (-63147.65094484633 5598821.475694126),2024-05-20_19-07-43
