bike_id,is_reserved,current_fuel_percent,lat,lon,timestamp
724c8e63-fcae-4fdf-8cd5-7c34d4bd7e35,False,0.0,44.874344,-0.554044,2024-05-20_21-44-56
c6173546-ebf6-4088-899c-4252ff7a8b02,False,0.0,44.874383,-0.55398,2024-05-20_21-44-56
da40ba6c-3dcf-49ae-8e65-9a31c95d743b,False,0.0,44.874997,-0.554506,2024-05-20_21-44-56
45902929-294f-4f71-afde-85678f16c86f,False,0.68817204,44.842807,-0.550301,2024-05-20_21-44-56
a814ca4c-69d7-4183-86c9-d6ac90e3b505,False,0.7741935,44.82659,-0.601666,2024-05-20_21-44-56
eb63d79a-1ac7-4eba-8749-b624e5828339,False,0.9247312,44.868665,-0.552995,2024-05-20_21-44-56
d7a1377c-c7a1-4b88-b45d-cc81b24c2688,False,0.50537634,44.826175,-0.557154,2024-05-20_21-44-56
72ab8bd4-9717-401b-8027-7d7ca7d66eea,False,0.6989247,44.844855,-0.574909,2024-05-20_21-44-56
3ed59629-fdec-4806-98c8-0a27e4ec9b94,False,0.5591398,44.843201,-0.549856,2024-05-20_21-44-56
658fa876-e400-4b27-9f99-a4efc710856e,False,0.79569894,44.84204,-0.56089,2024-05-20_21-44-56
dcc74fe0-8381-4479-8368-e816c83de256,False,0.41935483,44.827817,-0.55091,2024-05-20_21-44-56
e8202651-0461-4e83-b7c7-329a9cf06ed4,False,0.94623655,44.858145,-0.606724,2024-05-20_21-44-56
ca510510-fee5-4e72-9505-cac7c8559bc4,False,0.8817204,44.855627,-0.567265,2024-05-20_21-44-56
8fb5e8b6-50eb-4fc9-a4bc-685d286a0066,False,0.6344086,44.830451,-0.591678,2024-05-20_21-44-56
0973f7a4-ed12-462b-aa44-edc4e7fe9229,False,0.7096774,44.829251,-0.560167,2024-05-20_21-44-56
27f9d780-d688-4d5a-a44e-6aa84d77fb3e,False,0.87096775,44.836461,-0.609031,2024-05-20_21-44-56
e66ebc52-377d-4bda-8d84-51806c1f1493,False,0.58064514,44.848055,-0.582195,2024-05-20_21-44-56
c1f02003-cc38-42df-8ce1-59daa1312132,False,0.4516129,44.830448,-0.591637,2024-05-20_21-44-56
2d5f37c4-899b-473c-9f60-b97ee9273f15,False,0.31182796,44.813611,-0.566011,2024-05-20_21-44-56
dea041d3-d7cc-4e9b-8376-253112a2559d,False,0.7311828,44.842738,-0.628215,2024-05-20_21-44-56
8a335d73-6a21-4fef-84cb-a47f116cf5ad,False,0.30107528,44.821975,-0.56585,2024-05-20_21-44-56
