bike_id,is_reserved,current_fuel_percent,lat,lon,timestamp
44f42149-7b3e-4e13-a092-0e27ba0c8436,False,0.0,44.874344,-0.554044,2024-05-21_13-14-45
ceb96769-0d76-4355-8d1d-d8c7d20b43ef,False,0.0,44.874997,-0.554506,2024-05-21_13-14-45
81e02dc3-ea96-4c1c-b0a6-83417cc2ba8a,False,0.7741935,44.82659,-0.601666,2024-05-21_13-14-45
18d34acf-dd73-4344-bd69-7227af4368e6,False,0.9139785,44.868665,-0.552995,2024-05-21_13-14-45
8a3827f5-c25d-45bd-ae8e-0bc4959f73f5,False,0.47311828,44.826175,-0.557154,2024-05-21_13-14-45
bac7f763-0c66-415c-9f4c-febbb4580fff,False,0.68817204,44.844855,-0.574909,2024-05-21_13-14-45
db57999a-a375-4553-8a64-0a316f115629,False,0.7741935,44.84204,-0.56089,2024-05-21_13-14-45
5937110d-a513-40d1-bb62-cd02ce28519d,False,0.39784947,44.827817,-0.55091,2024-05-21_13-14-45
25aad5e5-416d-45fc-b9e3-90a9ab13fc5c,False,0.9247312,44.858145,-0.606724,2024-05-21_13-14-45
24f8bf5e-927c-4e69-af9b-292f1d8e5245,False,0.61290324,44.830451,-0.591678,2024-05-21_13-14-45
9281647a-c480-4013-865a-76545b6e0c44,False,0.6666667,44.829251,-0.560167,2024-05-21_13-14-45
1a326cc2-5730-4aaf-adc6-c254d39b3e9f,False,0.86021507,44.836461,-0.609031,2024-05-21_13-14-45
430c0f71-90f3-4908-8f61-eaad7b741d2a,False,0.53763443,44.848055,-0.582195,2024-05-21_13-14-45
dfdbb022-fef4-46fd-a3f0-eceb0c726bb9,False,0.40860215,44.830448,-0.591637,2024-05-21_13-14-45
8321da95-a1cb-4f4b-aec6-09036534d6ab,False,0.26881722,44.813611,-0.566011,2024-05-21_13-14-45
0ac693a8-162e-48a2-ba46-4ec9be926027,False,0.2580645,44.821975,-0.56585,2024-05-21_13-14-45
2fdac1fe-b091-4799-9b58-b4ecf9ecac0e,False,0.9139785,44.869979,-0.550963,2024-05-21_13-14-45
f49a91cd-8bb5-421f-b388-ec81a14f057e,False,0.29032257,44.842816,-0.606037,2024-05-21_13-14-45
ce5c94fe-d1d3-4dca-b7d5-f0def1ac72e8,False,0.516129,44.844375,-0.586592,2024-05-21_13-14-45
eb74294f-05db-446a-a076-8f0ee332569f,False,0.87096775,44.828311,-0.563206,2024-05-21_13-14-45
3f149cd7-bc45-4bf1-974f-2a16edbe1134,False,0.65591395,44.849713,-0.601346,2024-05-21_13-14-45
3e56796c-ebec-4abc-a7a4-fc4fcefd5478,False,0.2580645,44.874555,-0.568187,2024-05-21_13-14-45
2414479f-b3ad-4f22-bfa3-1732f592bf52,False,0.9354839,44.827834,-0.55098,2024-05-21_13-14-45
b48b32e1-3a21-47cf-8b67-098e4e005453,False,0.76344085,44.83639,-0.580234,2024-05-21_13-14-45
d6bd1fb0-b10d-482d-9709-8ecbdced15d4,False,0.3548387,44.840201,-0.580272,2024-05-21_13-14-45
fcdadf87-8478-43e0-b622-327c52eab8bf,False,0.79569894,44.831614,-0.573426,2024-05-21_13-14-45
f48c5abf-122b-4702-b1c6-520ac8666051,False,0.72043014,44.843744,-0.564366,2024-05-21_13-14-45
3e467cc5-c01a-4593-a60b-ac653ab6db3c,False,0.50537634,44.840446,-0.55458,2024-05-21_13-14-45
e2b6b863-4d61-4760-abe4-7fd24f97b77b,False,0.7096774,44.877636,-0.544148,2024-05-21_13-14-45
7e797f76-569d-4ec5-bec3-4b0413d4a66c,False,0.87096775,44.859747,-0.585051,2024-05-21_13-14-45
e85bcd05-dacf-4050-a9db-58d4a3e8663f,False,0.4408602,44.813677,-0.565754,2024-05-21_13-14-45
e8ef67c0-204f-470b-8e9e-e757efa24050,False,0.7096774,44.855285,-0.569861,2024-05-21_13-14-45
f89a5bcb-f5ac-4806-8f80-5bb1e209d3a7,False,0.56989247,44.870824,-0.550497,2024-05-21_13-14-45
81de4faf-023b-4b19-9958-2ad528a73e8b,False,0.40860215,44.828657,-0.539889,2024-05-21_13-14-45
77881282-0ea0-47b5-a908-63dd14183d8c,False,0.60215056,44.827225,-0.556491,2024-05-21_13-14-45
aee37e5b-44f0-49b3-8582-45ef06176fc8,False,0.26881722,44.822687,-0.595066,2024-05-21_13-14-45
b77e23ac-43ad-4304-aefb-6c679ac7d1da,False,0.72043014,44.837263,-0.602486,2024-05-21_13-14-45
686cc75c-a71c-4ff1-912d-2fef12ecffb9,False,0.26881722,44.822697,-0.595072,2024-05-21_13-14-45
a7440af0-9008-454b-8b5c-73cc10d1f688,False,0.40860215,44.831745,-0.570157,2024-05-21_13-14-45
3d51d48b-2ac0-47b2-83d1-ed87f34dac9a,False,0.38709676,44.849882,-0.621234,2024-05-21_13-14-45
7abf80a3-e4ea-4694-ba13-118e2c543ee7,False,0.41935483,44.819949,-0.562963,2024-05-21_13-14-45
ce2baee8-3dd1-402b-8514-8e9c8a56036f,False,0.8817204,44.850008,-0.605734,2024-05-21_13-14-45
b3f729db-0d23-47ff-a1d0-da1988f62176,False,0.6989247,44.857393,-0.590643,2024-05-21_13-14-45
458b444d-2666-4434-9ee0-23ae509bffcc,False,0.76344085,44.837529,-0.57269,2024-05-21_13-14-45
04ddb45d-89b1-4209-a0d3-0938dfad69d2,False,0.79569894,44.853221,-0.569925,2024-05-21_13-14-45
d562de3d-f71c-4af6-848c-d39c70cd2c08,False,0.58064514,44.829533,-0.603186,2024-05-21_13-14-45
9994b198-967f-415e-870c-be8f91932c2c,False,0.7096774,44.859269,-0.581641,2024-05-21_13-14-45
afd18749-b843-48f3-ae82-e24bcd2e8c74,False,0.6236559,44.827686,-0.586007,2024-05-21_13-14-45
d781681e-ec96-4ae2-a311-ca8da182824f,False,0.2795699,44.843649,-0.578418,2024-05-21_13-14-45
80a96e47-17f9-4081-be7a-74d71003b009,False,0.6666667,44.843667,-0.578435,2024-05-21_13-14-45
c5380f9b-45d3-4a3d-b4a2-9060fc72ba82,False,0.7419355,44.825268,-0.575246,2024-05-21_13-14-45
cfd70e3d-9637-4713-b496-6443b0298e73,False,0.58064514,44.82754,-0.558724,2024-05-21_13-14-45
ad04b31e-1476-4f8a-a9a7-0e4d7ffe1db2,False,0.41935483,44.830299,-0.58483,2024-05-21_13-14-45
1292b76a-bcf9-4fbb-a0af-044bdbda266a,False,0.79569894,44.822756,-0.595046,2024-05-21_13-14-45
36d7d3c2-9eec-4b24-b572-d1d593607ca9,False,0.5913978,44.857858,-0.576698,2024-05-21_13-14-45
0f9cdbca-8305-4f4d-a59a-466582d3fd11,False,0.8172043,44.840586,-0.590263,2024-05-21_13-14-45
c726aaf8-54cf-4bdb-bc0f-ce9a8c395f98,False,0.5913978,44.827502,-0.58869,2024-05-21_13-14-45
1201b5bb-a79c-44d7-baac-99760ffe59d0,False,0.86021507,44.850102,-0.558562,2024-05-21_13-14-45
af725743-a0fd-41b7-aac3-19fa5a318200,False,0.8924731,44.827265,-0.556418,2024-05-21_13-14-45
45eb6233-ee7c-481f-82bf-58867360ac9e,False,0.68817204,44.878561,-0.568726,2024-05-21_13-14-45
24b63432-e5b4-4624-8817-90f382e21b85,False,0.6236559,44.825826,-0.563581,2024-05-21_13-14-45
00a3fe40-13ea-4e58-a253-386a6ce8a07a,False,0.9247312,44.841602,-0.580863,2024-05-21_13-14-45
6c5b6af5-815c-4c0d-8a72-50919e80986c,False,0.29032257,44.828035,-0.577973,2024-05-21_13-14-45
3531cefd-f464-4e55-856c-3cc469e82f37,False,0.60215056,44.831786,-0.573322,2024-05-21_13-14-45
cf6b0c7f-3ff2-4c6f-a299-4be062638e5b,False,0.58064514,44.830006,-0.592532,2024-05-21_13-14-45
d14f813f-a63e-4fb6-aaa4-62916dccb7de,False,0.6989247,44.826107,-0.557509,2024-05-21_13-14-45
d1f4d93e-62e2-4d8a-a43d-c8346ad39ba2,False,0.79569894,44.858982,-0.625036,2024-05-21_13-14-45
49bfb9c7-80f8-40af-9780-b36d4bbd4f11,False,0.6344086,44.822821,-0.559038,2024-05-21_13-14-45
1ce0c56d-40f6-4b22-b628-2b896f1d90a2,False,0.5913978,44.821368,-0.570341,2024-05-21_13-14-45
e4f0b88e-f247-4227-b705-3273774ee971,False,0.41935483,44.839442,-0.558785,2024-05-21_13-14-45
8f5297a5-3b01-46ee-b448-be59884b69f1,False,0.8817204,44.87085,-0.550477,2024-05-21_13-14-45
3323ceb1-bc3d-451e-a9d5-67587f4c86ba,False,0.50537634,44.812517,-0.571509,2024-05-21_13-14-45
ceb70c65-dcd8-4420-9a7f-7fad99d01c62,False,0.78494626,44.827056,-0.578964,2024-05-21_13-14-45
1659ae15-6a94-451a-9432-7daaeec0941e,False,0.43010753,44.8343,-0.589043,2024-05-21_13-14-45
34c249bb-9755-489d-9e32-33cf6a02a8f6,False,0.33333334,44.831958,-0.573501,2024-05-21_13-14-45
31f272a0-2219-474b-94af-39edb6549cb5,False,0.43010753,44.827289,-0.556417,2024-05-21_13-14-45
f967624f-fa44-46ba-85b9-fa320cc1cd75,False,0.9032258,44.826039,-0.557372,2024-05-21_13-14-45
7d8e6d0e-5909-48cc-a904-b393a74c1b9d,False,0.8494624,44.827575,-0.554492,2024-05-21_13-14-45
eaa32a1c-a14c-4a26-b385-542ea01aac05,False,0.5483871,44.829001,-0.600049,2024-05-21_13-14-45
4f4dc4fc-a393-45d3-adc0-3484ed909c57,False,0.4516129,44.857858,-0.623528,2024-05-21_13-14-45
404518de-a069-4fc5-939d-93cc8945114c,False,0.8064516,44.849907,-0.574754,2024-05-21_13-14-45
084fa096-a773-4be4-9988-0a7c7e9c3f9c,False,0.7096774,44.839903,-0.585385,2024-05-21_13-14-45
