bike_id,is_reserved,current_fuel_percent,lat,lon,timestamp
735d45a3-7e6f-4fe8-a5cb-920b6bd41b81,False,0.0,44.874344,-0.554044,2024-05-20_23-52-15
ad92dce2-f3a9-4651-b319-6361ec9a44cc,False,0.0,44.874383,-0.55398,2024-05-20_23-52-15
e995c6e9-ab49-4f8b-94e1-13178f4fb628,False,0.0,44.874997,-0.554506,2024-05-20_23-52-15
7af4d5e5-983c-48a9-9506-c846faa44961,False,0.68817204,44.842807,-0.550301,2024-05-20_23-52-15
50e8c86f-5443-4542-9726-431af4d2c9fc,False,0.7741935,44.82659,-0.601666,2024-05-20_23-52-15
b3eeee10-eb31-4df9-a41b-1c195e905b42,False,0.9247312,44.868665,-0.552995,2024-05-20_23-52-15
733b3667-4b5e-4890-a5bc-1d81196c3935,False,0.50537634,44.826175,-0.557154,2024-05-20_23-52-15
b00c7f1c-6c0d-4518-a913-bb225d291c5b,False,0.6989247,44.844855,-0.574909,2024-05-20_23-52-15
c7a90332-7069-47cb-96fd-6c67ef28b0ad,False,0.5591398,44.843201,-0.549856,2024-05-20_23-52-15
02b910bc-0554-471e-b24d-09af68422741,False,0.78494626,44.84204,-0.56089,2024-05-20_23-52-15
58555151-55ea-4d07-a22e-54bdf5b2e67e,False,0.41935483,44.827817,-0.55091,2024-05-20_23-52-15
a67b2e69-7ab3-46da-beb4-043676d9f1b6,False,0.94623655,44.858145,-0.606724,2024-05-20_23-52-15
80f4d188-6203-45f6-9351-592f90278cc0,False,0.6344086,44.830451,-0.591678,2024-05-20_23-52-15
0068a7c3-f467-4e44-ab74-f9603c030134,False,0.7096774,44.829251,-0.560167,2024-05-20_23-52-15
ee3af2ad-b42a-428f-a8e0-b40aedd902e3,False,0.87096775,44.836461,-0.609031,2024-05-20_23-52-15
4bdfcfc0-0ea2-404e-b6bd-52fff6d5e8af,False,0.58064514,44.848055,-0.582195,2024-05-20_23-52-15
14220fd0-2d76-4795-9159-e10207695c7f,False,0.43010753,44.830448,-0.591637,2024-05-20_23-52-15
059c6d8d-8715-4bcb-acfd-5d903d426832,False,0.30107528,44.813611,-0.566011,2024-05-20_23-52-15
b35a5939-2fae-43d8-b4be-0e9e3922d0a7,False,0.7311828,44.842738,-0.628215,2024-05-20_23-52-15
9cc42803-0caf-4a24-bc3b-d19cbe50e8cb,False,0.29032257,44.821975,-0.56585,2024-05-20_23-52-15
25dbfa3b-ab2b-4a90-aa3b-35327c87ee4c,False,0.9247312,44.869979,-0.550963,2024-05-20_23-52-15
7bf5266e-2dfe-488e-8fd1-cf9206359d87,False,0.31182796,44.842816,-0.606037,2024-05-20_23-52-15
eb29be06-cd82-4e3c-8f04-7d7b12066159,False,0.5268817,44.844375,-0.586592,2024-05-20_23-52-15
bc9745e4-46c3-4e53-9996-a78789a839a6,False,0.8817204,44.828311,-0.563206,2024-05-20_23-52-15
